timestamp,optimization_step,loss_critic,loss_actor,loss_temperature,loss_discrete_critic,temperature,critic_grad_norm,actor_grad_norm,temperature_grad_norm,discrete_critic_grad_norm,replay_buffer_size,offline_replay_buffer_size,optimization_freq_hz,q_mean,q_std,q_min,q_max,entropy_term,q_target_mean,q_target_std,td_error_mean,td_error_std,td_error_max,critic_disagreement,policy_entropy_raw,policy_log_prob_mean,actor_loss_q_term,actor_loss_entropy_term,step_time_ms,gpu_mem_current_mb,gpu_mem_peak_mb
0.4,0,13.8364,3.2169,-0.0000,,0.9997,6.5288,13.2929,0.5240,,0,1630,2.35,-0.5896,0.2077,-1.2256,-0.0072,3.0121,0.6570,3.6470,2.4366,2.7906,13.5100,0.4004,-2.9760,2.9760,0.2409,2.9760,424.67,29.6,216.5
0.9,10,9.4819,0.8825,-0.0037,,0.9967,4.1390,5.0749,1.2263,,2560,1630,19.28,1.3720,0.1795,0.7666,1.9071,2.2948,1.2676,3.0362,2.1350,2.2103,10.7446,0.2512,-2.2737,2.2737,-1.3843,2.2668,51.86,29.6,241.4
1.5,20,8.7140,1.3652,-0.0068,,0.9935,2.0683,5.8746,1.0938,,5120,1630,20.15,1.0169,0.2022,0.4710,1.5395,2.4219,1.2487,2.9408,1.9049,2.2501,11.6310,0.2128,-2.4062,2.4062,-1.0261,2.3913,49.62,29.6,241.4
2.0,30,9.6298,0.7403,-0.0124,,0.9903,2.0576,4.2870,1.3246,,7680,1630,18.62,1.3535,0.1892,0.7105,1.8695,2.1922,1.6240,3.1122,2.0162,2.3552,10.4302,0.2080,-2.1754,2.1754,-1.4147,2.1550,53.71,29.6,241.4
2.5,40,7.3785,0.4795,-0.0160,,0.9871,2.7181,5.0114,1.2612,,10240,1630,19.71,1.7071,0.1802,1.1095,2.2102,2.2150,1.6795,2.7033,1.7741,2.0545,10.9904,0.1694,-2.2388,2.2388,-1.7311,2.2106,50.73,29.6,241.4
3.0,50,8.7240,0.0498,-0.0245,,0.9838,2.3256,4.4672,1.5343,,12800,1630,19.67,1.8752,0.1938,1.2572,2.2888,1.9582,1.9079,2.9493,1.9244,2.2392,12.7122,0.1678,-1.9657,1.9657,-1.8847,1.9345,50.85,29.6,241.4
3.5,60,8.2904,0.2068,-0.0270,,0.9805,1.7949,4.1868,1.3939,,15360,1630,22.46,1.8280,0.1799,1.3612,2.2705,2.0758,1.9633,2.8843,1.7970,2.2490,11.8689,0.1558,-2.1061,2.1061,-1.8589,2.0657,44.52,29.6,241.4
4.0,70,10.3175,-0.4114,-0.0343,,0.9772,1.9064,3.9063,1.5103,,17920,1630,19.00,2.2981,0.1697,1.8183,2.6876,1.9476,2.5542,3.2211,2.0213,2.4971,10.9946,0.1501,-1.9897,1.9897,-2.3563,1.9449,52.64,29.6,241.4
4.5,80,9.1741,-0.5143,-0.0415,,0.9739,1.7215,3.6650,1.5870,,20480,1630,18.99,2.3744,0.1712,1.9343,2.8882,1.8834,2.5416,3.0260,1.9131,2.3487,11.6783,0.1452,-1.9130,1.9130,-2.3779,1.8636,52.66,29.6,241.4
5.0,90,11.8904,-0.6778,-0.0452,,0.9705,2.4641,3.2812,1.5274,,23040,1630,18.59,2.5711,0.1762,1.9622,3.1047,1.9222,2.9364,3.4450,2.1500,2.6978,11.7614,0.1425,-1.9726,1.9726,-2.5929,1.9151,53.78,29.6,241.4
5.5,100,8.6109,-0.9556,-0.0522,,0.9672,1.5440,3.5893,1.5821,,25600,1630,20.12,2.8203,0.1625,2.3814,3.2414,1.8599,2.9996,2.9426,1.8679,2.2637,11.6803,0.1377,-1.9179,1.9179,-2.8114,1.8557,49.70,29.6,241.4
6.1,110,8.7568,-1.1051,-0.0610,,0.9640,1.5539,3.2534,1.6770,,28160,1630,19.57,2.8481,0.1744,2.2777,3.2938,1.7581,3.0320,2.9553,1.8180,2.3357,11.6177,0.1386,-1.8230,1.8230,-2.8630,1.7579,51.10,29.6,241.4
6.6,120,10.1732,-1.1865,-0.0656,,0.9607,1.7095,3.3960,1.6509,,30720,1630,23.75,2.9327,0.1704,2.4939,3.4044,1.7846,3.1702,3.1804,2.0149,2.4741,11.7143,0.1312,-1.8491,1.8491,-2.9636,1.7770,42.10,29.6,241.4
7.1,130,6.7678,-1.3637,-0.0701,,0.9575,1.2855,4.2861,1.6267,,33280,1630,19.95,3.1549,0.1762,2.6099,3.6363,1.7952,3.2899,2.6144,1.5917,2.0579,11.2298,0.1312,-1.8733,1.8733,-3.1579,1.7942,50.12,29.6,241.4
7.5,140,8.0935,-1.5121,-0.0776,,0.9543,1.4977,3.2666,1.6693,,35840,1630,21.90,3.2358,0.1731,2.7750,3.6367,1.7502,3.3661,2.8310,1.7902,2.2120,11.9174,0.1272,-1.8307,1.8307,-3.2597,1.7475,45.67,29.6,241.4
8.0,150,6.0411,-1.7924,-0.0861,,0.9511,4.9213,3.3402,1.7273,,38400,1630,18.77,3.4867,0.1640,2.9304,3.8844,1.7230,3.1064,2.3886,1.6513,1.8203,10.8727,0.1210,-1.7727,1.7727,-3.4789,1.6865,53.27,29.6,241.4
8.6,160,8.5629,-1.7515,-0.0903,,0.9479,1.9194,3.0221,1.6980,,40960,1630,19.38,3.4504,0.1395,3.0944,3.9473,1.7121,3.7649,2.9227,1.7425,2.3527,11.8221,0.1192,-1.8020,1.8020,-3.4602,1.7087,51.60,29.6,241.4
9.1,170,8.2178,-2.0661,-0.0978,,0.9447,1.3605,3.5332,1.7298,,43520,1630,19.48,3.6995,0.1518,3.1637,4.2145,1.6751,3.8380,2.8650,1.8279,2.2097,10.3885,0.1174,-1.7702,1.7702,-3.7390,1.6729,51.33,29.6,241.4
9.6,180,9.1535,-2.3297,-0.1028,,0.9416,1.9842,4.2561,1.7167,,46080,1630,20.24,4.0127,0.1418,3.6189,4.3554,1.6791,4.0068,3.0325,1.9480,2.3168,11.2556,0.1153,-1.7833,1.7833,-4.0094,1.6796,49.40,29.6,241.4
10.1,190,8.9066,-2.1813,-0.1094,,0.9385,1.5511,3.5870,1.7323,,48640,1630,19.14,3.8504,0.1460,3.4285,4.2410,1.6638,4.0882,2.9952,1.7752,2.4011,11.6226,0.1167,-1.7677,1.7677,-3.8408,1.6595,52.26,29.6,241.4
10.6,200,9.7159,-2.5362,-0.1195,,0.9354,2.4485,2.8498,1.7977,,51200,1630,19.58,4.0737,0.1399,3.4731,4.4360,1.5971,4.4405,3.1104,1.8167,2.5356,11.5976,0.1111,-1.7023,1.7023,-4.1290,1.5929,51.08,29.6,241.4
11.2,210,7.9506,-2.5873,-0.1208,,0.9323,1.8297,3.2739,1.7307,,53760,1630,19.68,4.2436,0.1409,3.8754,4.5876,1.6495,4.5336,2.8337,1.6574,2.2834,11.9353,0.1060,-1.7693,1.7693,-4.2373,1.6500,50.81,29.6,241.4
11.7,220,8.1788,-2.7367,-0.1263,,0.9292,1.1918,3.7113,1.7278,,56320,1630,19.18,4.3675,0.1498,3.8764,4.7186,1.6524,4.5384,2.8783,1.7577,2.2577,10.7676,0.1141,-1.7722,1.7722,-4.3841,1.6473,52.15,29.6,241.4
12.2,230,8.0670,-2.9239,-0.1334,,0.9262,1.9952,2.7947,1.7477,,58880,1630,19.26,4.5248,0.1500,4.1096,4.8892,1.6236,4.8511,2.8445,1.6366,2.3236,11.7147,0.1076,-1.7523,1.7523,-4.5474,1.6235,51.92,29.6,241.4
12.7,240,8.4938,-3.1148,-0.1387,,0.9232,1.9278,3.1188,1.7413,,61440,1630,19.98,4.7302,0.1508,4.2426,5.0552,1.6420,4.7167,2.9148,1.7417,2.3389,12.3390,0.1100,-1.7587,1.7587,-4.7389,1.6241,50.05,29.6,241.4
13.2,250,9.6215,-3.2755,-0.1411,,0.9201,1.3474,2.9030,1.7015,,64000,1630,20.01,4.9277,0.1389,4.4354,5.3595,1.6549,5.0825,3.1137,1.9117,2.4455,11.3449,0.1029,-1.7985,1.7985,-4.9309,1.6554,49.99,29.6,241.4
13.7,260,6.9993,-3.4134,-0.1516,,0.9171,1.9075,3.5141,1.7593,,66560,1630,18.95,5.0087,0.1434,4.5529,5.3807,1.6144,4.9887,2.6522,1.6011,2.1077,12.8472,0.1076,-1.7407,1.7407,-5.0103,1.5970,52.77,29.6,241.4
14.3,270,8.7070,-3.5256,-0.1578,,0.9142,1.2682,2.7286,1.7642,,69120,1630,19.38,5.0955,0.1363,4.6615,5.3898,1.5868,5.2835,2.9528,1.8009,2.3399,11.3732,0.1049,-1.7358,1.7358,-5.1129,1.5873,51.59,29.6,241.4
14.8,280,10.1813,-3.6568,-0.1658,,0.9112,1.8609,3.5700,1.7890,,71680,1630,20.00,5.2122,0.1466,4.7837,5.5835,1.5590,5.5015,3.1919,1.9240,2.5485,11.8924,0.1040,-1.7110,1.7110,-5.2164,1.5595,50.01,29.6,241.4
15.3,290,8.9459,-3.8392,-0.1718,,0.9082,2.1264,3.2772,1.7905,,74240,1630,18.94,5.3581,0.1439,4.9358,5.6514,1.5574,5.6874,3.0036,1.7766,2.4088,11.6440,0.1036,-1.7095,1.7095,-5.3923,1.5531,52.80,29.6,241.4
15.8,300,8.3317,-4.1600,-0.1795,,0.9053,1.7317,3.2034,1.8096,,76800,1630,18.49,5.6786,0.1436,5.2226,5.9862,1.5307,5.6758,2.8838,1.8897,2.1841,11.7813,0.0978,-1.6904,1.6904,-5.6908,1.5308,54.08,29.6,241.4
16.3,310,8.8127,-4.0085,-0.1729,,0.9024,1.3155,2.4176,1.6887,,79360,1630,19.97,5.6511,0.1484,5.0537,5.9866,1.6345,5.8735,2.9793,1.8477,2.3260,12.2144,0.0998,-1.8113,1.8113,-5.6435,1.6350,50.09,29.6,241.4
16.8,320,8.3322,-4.1266,-0.1907,,0.8995,1.1749,2.6209,1.8053,,81920,1630,19.36,5.6489,0.1527,5.2471,6.0653,1.5277,5.7844,2.8910,1.7372,2.3076,12.2225,0.1029,-1.6947,1.6947,-5.6514,1.5248,51.65,29.6,241.4
17.4,330,11.9085,-4.3215,-0.1953,,0.8966,4.9166,2.8270,1.7935,,84480,1630,19.49,5.8104,0.1564,5.3658,6.1629,1.5300,6.4431,3.4289,2.0618,2.7708,11.2858,0.1042,-1.7065,1.7065,-5.8520,1.5305,51.30,29.6,241.4
17.9,340,8.4734,-4.5704,-0.1967,,0.8937,1.0922,2.8038,1.7546,,87040,1630,19.95,6.1161,0.1412,5.7184,6.3996,1.5641,6.2266,2.9056,1.7924,2.2961,11.2949,0.0996,-1.7454,1.7454,-6.1307,1.5603,50.12,29.6,241.4
18.4,350,9.2967,-4.6340,-0.2065,,0.8908,1.2868,2.9544,1.7904,,89600,1630,19.53,6.1523,0.1513,5.6246,6.5328,1.5229,6.3621,3.0538,1.8836,2.4005,11.2936,0.0984,-1.7096,1.7096,-6.1574,1.5233,51.20,29.6,241.4
18.9,360,9.1167,-4.7169,-0.2169,,0.8879,1.8611,2.8956,1.8296,,92160,1630,21.12,6.1819,0.1527,5.7736,6.5683,1.4851,6.4659,3.0147,1.8410,2.3960,12.4613,0.0957,-1.6704,1.6704,-6.2005,1.4836,47.35,29.6,241.4
19.4,370,7.2530,-4.9511,-0.2200,,0.8851,2.5053,2.7109,1.8063,,94720,1630,19.98,6.4358,0.1499,6.0114,6.8126,1.5066,6.3347,2.6808,1.7015,2.0897,11.7436,0.0942,-1.6937,1.6937,-6.4506,1.4995,50.05,29.6,241.4
19.9,380,8.1410,-5.0564,-0.2227,,0.8822,2.2939,2.3831,1.7819,,97280,1630,20.43,6.5633,0.1318,6.1411,6.8985,1.5158,6.4746,2.8567,1.7687,2.2416,11.4423,0.0896,-1.7181,1.7181,-6.5727,1.5162,48.95,29.6,241.4
20.5,390,9.0176,-5.1945,-0.2266,,0.8794,2.1443,2.5139,1.7675,,99840,1630,19.58,6.7004,0.1267,6.3133,7.0010,1.5236,7.0160,3.0027,1.8076,2.4011,11.0091,0.0908,-1.7325,1.7325,-6.7185,1.5241,51.08,29.6,241.4
21.0,400,11.8353,-5.4050,-0.2336,,0.8766,2.6056,3.1953,1.7780,,102400,1630,19.26,6.8942,0.1279,6.4645,7.2005,1.5095,7.2492,3.4466,2.1536,2.6866,11.1726,0.0892,-1.7220,1.7220,-6.9150,1.5100,51.92,29.6,241.4
21.5,410,8.5093,-5.4809,-0.2447,,0.8738,2.3209,3.0709,1.8186,,104960,1630,19.40,6.9549,0.1238,6.5465,7.2404,1.4693,6.8640,2.9177,1.8397,2.2667,11.4013,0.0882,-1.6814,1.6814,-6.9506,1.4697,51.54,29.6,241.4
22.0,420,9.3828,-5.5722,-0.2440,,0.8710,1.0334,2.6921,1.7711,,107520,1630,19.25,7.0582,0.1315,6.6331,7.3230,1.5059,7.2050,3.0683,1.8365,2.4549,13.0185,0.0867,-1.7289,1.7289,-7.0786,1.5064,51.96,29.6,241.4
22.5,430,10.9611,-5.8054,-0.2489,,0.8683,1.8159,2.9062,1.7663,,110080,1630,19.34,7.2923,0.1230,6.8434,7.5655,1.5053,7.5558,3.3147,2.0729,2.5852,11.4183,0.0876,-1.7337,1.7337,-7.3112,1.5058,51.71,29.6,241.4
23.1,440,12.4631,-5.9077,-0.2631,,0.8655,5.0711,2.3839,1.8254,,112640,1630,19.31,7.3344,0.1329,6.8794,7.6239,1.4511,7.9449,3.4978,2.1913,2.7719,11.0687,0.0894,-1.6746,1.6746,-7.3575,1.4498,51.78,29.6,241.4
23.6,450,7.4117,-5.9843,-0.2624,,0.8627,2.2148,2.7855,1.7813,,115200,1630,19.11,7.4765,0.1184,7.1294,7.7895,1.4895,7.4016,2.7060,1.7101,2.1208,10.8664,0.0875,-1.7187,1.7187,-7.4676,1.4832,52.32,29.6,241.4
24.1,460,9.1322,-5.9642,-0.2771,,0.8600,0.9628,2.1943,1.8410,,117760,1630,19.54,7.3938,0.1308,6.9852,7.6583,1.4283,7.4830,3.0366,1.8748,2.3733,11.0493,0.0855,-1.6590,1.6590,-7.3914,1.4272,51.18,29.6,241.4
24.6,470,8.7232,-6.1456,-0.2818,,0.8573,1.1776,3.0707,1.8335,,120320,1630,19.18,7.5534,0.1294,7.1554,7.8935,1.4291,7.7401,2.9618,1.7591,2.3757,11.2096,0.0837,-1.6665,1.6665,-7.5747,1.4291,52.14,29.6,241.4
25.1,480,8.8202,-6.4772,-0.2848,,0.8545,0.9406,2.7788,1.8155,,122880,1630,19.57,7.8847,0.1194,7.4459,8.1660,1.4428,7.9936,2.9730,1.8358,2.3377,11.2367,0.0820,-1.6845,1.6845,-7.9171,1.4399,51.11,29.6,241.4
25.7,490,10.1060,-6.5666,-0.2916,,0.8518,1.5688,2.2388,1.8222,,125440,1630,19.34,7.9859,0.1156,7.4949,8.1937,1.4485,8.2189,3.1806,1.9204,2.5371,12.0747,0.0834,-1.6778,1.6778,-7.9963,1.4297,51.71,29.6,241.4
26.2,500,8.6146,-6.5489,-0.2857,,0.8492,1.6461,2.3943,1.7506,,128000,1630,19.34,8.0283,0.1267,7.4848,8.3168,1.4860,8.0024,2.9468,1.8239,2.3027,11.9276,0.0819,-1.7494,1.7494,-8.0348,1.4860,51.70,29.6,241.4
26.7,510,8.2621,-6.6586,-0.2984,,0.8465,0.8698,2.4970,1.7937,,130560,1630,19.22,8.1029,0.1212,7.6770,8.3824,1.4443,8.2077,2.8862,1.7120,2.3121,11.9490,0.0820,-1.7063,1.7063,-8.1034,1.4448,52.03,29.6,241.4
27.2,520,11.3303,-6.8534,-0.3105,,0.8438,2.1404,2.7125,1.8316,,133120,1630,18.99,8.2414,0.1352,7.8028,8.5557,1.4078,8.5353,3.3650,1.9755,2.7295,12.0111,0.0823,-1.6684,1.6684,-8.2616,1.4082,52.66,29.6,241.4
27.7,530,8.7415,-7.1152,-0.3184,,0.8411,2.4093,2.6653,1.8441,,135680,1630,20.02,8.4981,0.1177,8.0881,8.7709,1.3966,8.3917,2.9610,1.8540,2.3063,10.6156,0.0804,-1.6559,1.6559,-8.5085,1.3933,49.95,29.6,241.4
28.3,540,9.5344,-7.0981,-0.3224,,0.8385,1.6564,2.4118,1.8338,,138240,1630,19.21,8.4899,0.1169,8.1260,8.7379,1.3971,8.7307,3.0845,1.8313,2.4898,12.0888,0.0782,-1.6662,1.6662,-8.4956,1.3975,52.06,29.6,241.4
28.8,550,10.0271,-7.1726,-0.3259,,0.8359,2.6253,2.1997,1.8210,,140800,1630,18.93,8.5632,0.1103,8.2146,8.8248,1.4134,8.9060,3.1642,1.9130,2.5272,11.8506,0.0788,-1.6790,1.6790,-8.5764,1.4038,52.83,29.6,241.4
29.3,560,10.9744,-7.3549,-0.3250,,0.8332,0.9215,2.3634,1.7846,,143360,1630,19.92,8.7610,0.1176,8.3827,9.0301,1.4329,8.8881,3.3211,2.0109,2.6368,11.7628,0.0752,-1.7154,1.7154,-8.7847,1.4298,50.21,29.6,241.4
